text,profanity
"@ davethebrave1 : watching # attackoftitan @ adultswim bro han stealing tweet , bitch ass nigga",1
hate hoes try lead u naw like lil bitch im coool,1
'd best owning bird . teach funniest things say .,0
@ pachino__ : y'all dick riding praising hoes 's half miami feel like celebs social media shit,1
fags god damn,1
@ 954nole : bitch looking dumber dumber minute .... @ matthometeam,1
ice melted car cause dumb fuck 7/11 decided wanted strike conversation wit fat ugly bitch smfh,1
@ brosconfessions : `` ate pussy time today . say ... think new favorite food '' - michigan,1
bugger,1
@ chrisgeidner : mandate effect means marriage ban nevada unconstitutional . trial court enter injun,0
"@ teeaduh : `` hoes , ethnicity ''",1
raaa bitch raaa,1
hell gon na buy shit dirty panties trash clearly background picture,1
@ _jocelynb : yu hoes just love pump fake bout y'all lives social networks,0
@ mahoganylox : vintage mickey,0
"bitch really gon na sit tell need parent w doctors 'm 18 uh ,",1
@ imakittttyy : homemade chili cornbread dinner . watching supernatural fave boys ! ! happy saturday bitches ! http : /,1
know lhs ghetto .,1
@ teddydeljones : hoes winning,1
fronting bitches just got island dick . hit 'm fronting ass nigga,1
@ kingcvpital : @ ginasanabria_ : @ kingcvpital : @ keanabermudez : men biggest hoes lmao,1
"niggas having loyal pussy ... thirsty fuck . like bro , fuck woman hormones lol",1
@ wes_vl faggot,1
ive faggot let know ill change : ),1
kinda just wan na cruise colorful ass bitch walking . best believe clown earth,1
"'m starting like meek , nig lil arrogant",1
"like song french , `` got black bitches mad main bitch strawberry '' lololol",1
@ oddbeast bitch yo duck ass shit,1
"nah nicca ! wth cheese fries ? ! @ swiper252 : @ vonshayeb , bring barber sshop 11",1
cool mind 'm like did des hoes just come mf porch like ik dem,1
@ montea_rollin @ kayysavage bitch ion talk 3 shit ion talk 1 1 ? lol,1
got ta question nicca standing cut em,1
@ jaibrooks1 ur brother looks queer ugly,1
@ cuhcuhcuh : hoes hoes niggas mad cuhz tryna cuff hoes cuh,1
carpetmunchers,1
@ ivanrabago_ : @ woody_afc fucking faggot,1
@ verkannt__ : bitches judge love n't think like way,1
"lbum fotos : gaywrites : making , project queer students harvard , highlights ...",1
fuck drama class . bitch boring hell,1
love jigg jigg,0
@ phishlicia 'm 5 ' 8 fag,1
@ _chocgirl : rich homie bird man gone mansion lan tonight,0
@ marlin_fishyass : yo hoe choose .. let choose fuck friend momma,1
@ themilkman57 @ wyattnuckels @ grizzboadams haha little shit talkier brought bitch,1
"country music rap music talk basic shit repetitively . cars/trucks , bitches/women , beer/drugs . guns lol",1
"@ djgoofy500 : gave number bad ass bitch days ago , said 'll make home . 'm starting think tha",1
reaaallly wish milk oreos . lol,0
knob3d,1
got trust drugs dumb ass bitches,1
"# porn , # android , # iphone , # ipad , # sex , # xxx , | # homemade | home . wife rubbing pussy",1
"@ defendwallst : ... wow ? @ 1sleepinggiant : ! fuck assholes . 're niggers , look alike .",1
know 'm buy bitches drinks tonight 'll fuck life 's hits misses . got ta chances,1
"got horses , hoes say gorgeous ... tha air dats doors issssss",1
olivia 's pussy good got jake sip tea enemy . o.p . baddest bitch . # scandalabc,1
@ right_in_the : pussy,1
@ morgansmith_20 peace negro !,1
@ asaprelli_ : hate girls drunk n't turn hoes fvckin waste alcohol,1
# happycolumbusday ..... hate sound # peta callous ........ # buffalo lot worse # injuns ..........,0
old bytches sorry phuck sack ... @ mr_jsmart24 pussy ripe 30 's,1
@ giannarromano fuckin moulinyan,1
change 'll wife ah bitch nowwww ! ! # bangbros,1
@ moisessp14 : look u u pregnant stupid bitch lol,1
"okay , kids . # rickandmorty just came . 's know 'm tweeting way late # sunday night . # booya # bitches 'm outta",1
@ jamesanddaniel : janoskians faggots 're janoskianator,1
fake niggah lolol,1
did say tastiest cuts cunts ? ?,1
@ giantraiderking oh sneaky son bitch,1
`` @ sniffsockslad : need sox fuck yeah . love kinky scally lad w/ rank sox sneaks,1
"@ rapbars_ : joey badass said `` traded nikes new mic , guess 's safe say sold soles new life ''",0
# ihopesomeday hoes just relationship instead ruining,1
"`` stop looking eat pussy , yuppie fucks . ''",1
"n't fw sloppy hoes , catch somethin ..",1
u bitch hadddd u wouldnt fuck chris brown bagged u bitch u lol,1
kit kats trash,0
amina ass ... peter just fucking bitch n't like voice,1
@ twolvegirl : wanting google `` yellow king '' # truedetective kidding ! going ?,0
slapped bitch giving big hickey # wiggy # wiggy # wiggy,1
bit donovan got dvd 's droppin @ 2realmacdatfee ya lha bitch,1
`` @ megamindnick : @ white_thunduh nah fam got ta cheat hoes '' depends female feel,1
@ kvtrk24 : ross pulling hoes @ drewill52 @ awight54 @ da_kodabear,1
"@ mafreedom : dont connection legitimizing queer lifestyle , increase std 's sexual deviancy- yo ...",1
fly bitch aladdin rug,1
@ officialkingdre : wtf did bitch ?,1
@ atownbrown08 @ carminezozzora lol n't worked black folks past . better bring crackers um .,1
level bitch im careful kick wit,1
ima spread pussy like acre,1
mofuk,1
@ prayingforhead : time bobby bitch comes,1
@ antiglib : @ nateyfu123 : # yankees michael pineda start .. @ 954nole,0
like jeffersons . dat george make wan na open dry cleaning stow da white folk honkey,0
"@ therealjb1rd @ winchstrracin @ wyatt11w maybe hootie , n't answer anymore crows .",0
mothafuckaz,1
@ tibaburger : sick ass goal # ned # worldcup2014,1
stay witcha nasty little hoes n't shit .,1
@ yaremisxo neymar trash,0
yeah bitch,1
"@ _noreggieallow : think hoes , tell alll shit im lazy tryna switch shit .",1
@ espinosa_32 pussy pussy pussy,1
"fast feds , cocky cops .. ditch old bitch , gettin sloppy wit pots",1
hear birds summer breeze ; drive fast ; midnight .,0
"@ macktology101 : niggas got girl , fuck asking girls text ... hoes man hoes",1
innovative ideas unresolved issue relating ho ... libra,1
use trap birds 'm fly like birdddd,0
nicca tired night ... wtf ! !,1
"@ dabgodbaby : bbc , american version trash",0
darkass,1
got uh bitch dat set like jada pickett,1
nigga watching love hiphop instead playoffs gay denna bitch,1
"ugly bitches listen , yall havin stank attitude . yall dont working personally dont fuck .",1
@ iwillstillrise : gator gator bait # gatornation,0
@ todd_calfee @ wdmjeff hell - lucky gravel - dirt roads bitch,1
@ dominiloka : daughter makes n't hoe age 18-25 u roll tonight,1
knob shit focus started getting fuzzy ?,1
's like 5 injuries game football .. shit trash lol,1
@ fzrodl exception gilda radner bitch funny,1
hoe gon na hoe regardless,1
fvckwhi,1
@ duckin_fope thats win right . nigga doesnt partake faggot . dont smoke .,1
shout pullz cuz kno trash kept buck ... swear jus cuz n actually bump dem,0
@ sharea40ounce bad bitch open mouth,1
@ steveworks4you @ tedcruz ted cruz .. leader .. lol lol lol lol lol omg lol lol lol lol lol funny ass redneck ... lol lol lol lol # lol,1
niggas like bitch cashin nigga `` @ mikediggem : hello mutha fucka ....... '',1
hoes ai n't loyal n niggas ai n't ! ! fuck ah bitch ah bird,1
@ davegetnmoney : 's @ 2chainz birthday wish big booty hoes mane . shit ima turn birthday,1
say 'll knock ur boyfriend . bitch . boyfriend pubeless runt .,1
n't love hoes !,1
@ a2dao : dyke pregnant mistake,1
"brutus looking girl getting elevator 'm walking different ... bitch u ca n't come , u ca n't u ca n't come .",1
@ ___iv : @ camoquay : bro uno webo pussy,1
@ brezsha_imani : tweet like bitch broke heart,1
bitch choosing just let ' r !,1
@ thelittlefella_ : s/o @ thereal_emandm shitty fuzzy hat . sure n't getting laid lmfao,1
@ wuzzername half band @ toeknee2gx : fellas . @ dope female followers state youd pay pussy,1
nigga paybacks bitch bitch livin debt,1
@ awwbroyouahhoe : big booty bitches win .,1
@ flemingryan5 : @ savannaasanford hoe,1
@ halfricannnnn : nigger,1
@ ballout057 : free tino lul hoe,1
faggots,1
mfs,1
@ red_is_raw bitch ? mean gets mild salsa ? father ashamed ...,1
@ kingsleyyy : look just bitch place,1
"@ jundishes thank god 'm just `` old redneck bitch '' memphis , tn . troll",1
big black bitches arguing,1
'm hungry wo n't bitch time day . 'm trying care business,1
sorry ca n't stand stand black females especially breaded africans bitches std shit prefer white girls,1
@ miss_didi23 @ lindnld @ klsouth shut nappy headed hoe,1
shitty,1
hate `` used talk her/him '' nigga bitch like foh hater talked u jus know em,1
feel like apart crowd like yes bitch lets indirectly talk shit,1
gabby 's bitch accounts,1
mof0s,1
lmfao .. oh forgot .. texting u @ darealquitam : @ vonshayeb told u text need buy salad bitch hungry,1
bitches really backpage hoe-ing watch yo bitch !,1
@ truenovacane gonn comment cause closet hoes lol ! # team # getchoassoutdatcloset lol,1
m0therfvcker,1
@ haseenabakhtali @ steen020 @ madraq altyd zo geweest hoe vaak men ook zegt : dit nooit meer ! lozewoorden.puntjebijpaaltje vertonen z dierngedrag,0
bitch hole text .... guess ... haha text bad,1
son bitch # thunder,1
shiddick,1
"classy rich family kids doing drugs tryina ghetto shit , actual ghetto poor kids looking education outta",1
cawk,1
@ jayjroc : thought mansion elan crazy migos wait til boosie yo gotti shut bitch tonight,1
bitch hurry ... # ineedmyeigth,1
oh `` @ soni99a_ : hope dre falls dickhole pussy ``,1
5s ugly thot bitch shoes,1
"@ zonozi @ quantryse @ hockeypuck55 classic drunk carter texts fail . hey stfu 'm coming . oops , 'm come fuck outside bitch",1
# portlandia # putabirdonit @ mightymouse105 : xbox cooler bird,0
okc nigguh,1
@ mmpfeii : fuck gpa bitch im lot smarter,1
@ koleworld4 : bitch tried wrong 'll hill,1
@ mybuttsweats ay nigguh ya coming,1
"n't blanket , nips harder search anne frank ..",1
@ kanyefaaces : let hoes girl end bein hoe,1
# yankees got beaten thug,0
bahaha omg bitch crazyyy .,1
baby make pussy rain ...,1
@ _tommycollins : @ wearerichnow @ buffalobills yeah texans better fucking retard,1
"@ captaincoximus : 'm like bat signal , crazy bitches",1
"rt @ ke2yourheart n't want man txtn , tlkn , lookin , speakin hoes . 'm insecure . y'all hoes trusted",1
's small world hoes make smaller,1
@ __dutch bitch stop hating immaculate suit .,1
@ zell_gotdaloud bitch tryna free promoting n shit lmaooo tha cut,1
mothafuckeds,1
"remember told yall bout coworker lookin couple weeks ? .. karma 's hoe , got ass .",1
assfker,1
"niggas fresh cut , snapback match shoes shirt ..... n't say waddup pretty bitch em da bus",1
wop,1
@ kimberlyyaye speaking little bitch did n't squats little bitch kept talking distract icu,1
@ neeshhuh : @ mariah7147 @ vontey_isa_boss 's knives bitch,1
waiting brownies . want brownies . hooks ?,0
sighs relief beijing guoan fans # china 's govt club nips japanese rival 2-1 tense match : # football,0
@ cssalazar15 yeah bitch hit friend zoned brody,1
ai n't stressin hoes . know dat,1
@ j_leche14 : relationship does stop hoe hoe .,1
@ theejustinholt redskins doing pretty good year,0
"dream 4th grade class current self remember thinking `` 're crazy , hoe , moron ''",1
"aghh ! took 15minute break relax bit , bitch yellcomplain !",1
"update lots hardcore cock sucking , ass pounding pussy pulsing thrills .",1
@ awwadorable : want pet monkey,0
@ ripcaps : wish chase hoe .,1
neighbors sick wake um nigger music ctfu,1
@ thereal_emandm 'm feel like . 'm til monday . weeks flip bird mannn,0
@ permatrippin : eat pussy,1
"@ laurarosencohen : # askdrmann having amici briefs filed behalf kind like charlie brown , getting valentin",0
@ causewereguys : texting bitches 11:12 make dreams come true,1
"seven digits niggas , commas hoe .",1
clan retards ...,1
dont trust hoe trust hoe,1
rt @ livibadd88 : pretty bitches coming birthday dinner,1
ugly bitches post retarded shit social media .,1
@ jergucci luck bitch gon na drug wo n't kno happened lmao,1
pollo,0
im gon na hold bitch word,1
@ boujjhetto : irrelevant bitch dislikes u reason,1
bitch annoying,1
yo homegirls sayin bum bitch # ooooostopflexingforigandtwitter,1
@ darthputinkgb : today 1996 charlie wilson left office . `` ranked alongside lech wasa role defeating communism '' .,0
balling like 'm stunna bitch,1
@ steezhoe nigga bitch man !,1
@ unapologetic4 : rt @ poochda63 : x___x @ cocainemouth : twitter niggas care bout hairy pussy . 5 niggas fucked today ai n't gi,1
@ drunkatchurch @ mzyummydread slide bad bitch/dat bitch look good,1
mentions tl moving fast af sorry 'm flooding yo shit 'm lowkey tryna hoe yall,1
@ dolangang beans u beaner ?,1
omer asik trash offensive floor dude real life murky doo doo water,0
"' got ta money ma palms itchin , niggahs gossip like hoes bitches .",1
@ bigfinehorseee : damn rico ass hit hoe point,1
"@ dougiyfe : niggas gon talk , bitches gon hate .",1
trashbitch,1
's tucked yo bitch u ignorant ass mother fucker,1
"bitches , bitches , bitches .",1
@ niiquebaby : `` @ freefaceridess : cancer killing half hoes jus cuz cancer dont mea,1
@ chicagobulls : coach k says players wo n't need motivation track following paul george 's injury ; 'll play ho,0
"@ prettykells : @ 100046729 : 's fucked bitch fw , talk .. hoes claim n't fw funny .",1
dumb cunt,1
"@ rockprincess818 : fight idf progressive trash hate , n't guts . # istandwithisr",0
"@ theclairebear36 n't like trash talking way . fair , 's just twitter . 'm having ball texts .",0
"'m officially dubbing nasty , un-natural shade red looks good usually ghetto `` hood red '' .",1
@ reevesjunya : bitch ass niggas claim yo homies dirt .. bitch ass niggaa die slow,1
"@ thejadednyer yesterday twitter telling dudes 30+ pussy best , faith !",1
awkward moment # igotdrunkand 're ugly hoe,1
wiz need `` yeahhhhhhh bitch '' `` okkkk '' wiz,1
@ rightway2 getting people 's faces ? lol u r teabagger twitter dash . shut fuck .,1
bitch loudly cheering netherlands rosa mexicano does value life,1
fcktard,1
@ donniewahlberg : set # bluebloods . hoping birds perched ...,0
"like teased , dont pussy fast",1
`` bae '' sounds like ghetto word . use,0
dog shit,1
"@ blizzylc : @ vice504fly u need 's church negro ! ur absolutely right , work sunday 's excuse .",1
've twinkie .,0
time illest bitch alive,1
hair kind dont fix mouth say hair alike cause guess hoe aint .,1
@ jayzoverrated : @ 2charmss : person tweeting bitch shitting im unfollowing,1
"'m zone like secondary , lie bitch 'm flier pet canary",1
@ welghtroom : rows hoes curls girls planks skanks deep cuts sluts quads broads pecs s,1
"n't follow unfollow , retarded",1
n't want bitch nigga want sumn new ... runner 's easy nigga accept challenge,1
@ acealford_23 double game bitch,1
@ halotgmg : @ 1stname_bravo know nigga bitch .... niggas got nerve twitter .,1
@ jusdahl @ justkorey @ jusdahl : y'all boring sex . nope .. lick bitch face 'm hittin,1
lol niggas talking threw bitches smh,1
"sore loser charlie crist wont concession speech , calls recount # tcot # pjnet",0
@ urbanengiish : `` sharkeisha 'd '' = lose 's face brute force knockout punch . `` dat bitch got sharkeisha 'd '',1
@ justdoit_rob : 'll throw cheeseburger bitch ass !,1
@ darriondadon_ : kobe : `` 's yo man want hoe '' guy holding face : `` omgod kobeshia shut '',1
god damn,1
@ vuiture : bitch eyebrows lookin like bulls logo,1
@ karlenaskiff : date yellow teeth,0
@ kyle_lippert : buy tickets transformers 3d just lock aluminum trash toss overpass rus,0
audio : happy valentines day bitches . play laid .,1
# tomyfutureson fuck dem hoes better love dem hoes .,1
bi + ch,1
u seen bitch talk shit bitch u hanging ?,1
started 100 bricks 'm sold bitch,1
imessage trash,0
mimi trash lol,0
let stretch pussy nahhh,1
snacks bitch,1
"aint killa dont push , revenge sweetest joy gettin pussy",1
"' ma trust ina bitch , 'll hurt !",1
@ ttukingsbury morphing charlie weis cease disturbing .,0
